,UserName,RetweetCount,Timestamp,Text_clean,CriminalityRelated
15,Mossos,39,2023-06-06T15:33:26.000Z,sis detinguts per mes de 60 robatoris amb forca i violencia arreu de catalunya en un dels casos els arrestats van utilitzar uniformes fent se passar per policies compten amb gairebe 90 antecedents policials  dos han ingressat a preso  ,1
16,Mossos,8,2023-06-06T13:32:40.000Z,la comissaria virtual inicia la primera fase de desplegament per convertir se en una realitat al servei de la ciutadania i una eina en la lluita contra el cibercrim  ,0
17,Mossos,2,2023-06-06T13:33:13.000Z,es una aposta per a la transformacio digital del cos els tramits per presentar denuncies per furts i les autoritzacions per viatjar a l estranger seran els primers serveis en implementar se,0
18,Mossos,6,2023-06-06T10:37:46.000Z,detenim un home que estafava dones que coneixia a traves d aplicacions de cites  el detingut establia una relacio sentimental amb les victimes i els demanava diners que mai retornava,1
19,Mossos,16,2023-06-06T07:58:49.000Z,detenim una persona presumptament relacionada amb la mort violenta de la seva filla menor d edat a romania  ,1
20,Mossos,30,2023-06-06T05:47:23.000Z,detenim una dona presumptament relacionada amb la mort violenta del seu pare a sant adria de besos aquesta matinada  ,1
21,Mossos,9,2023-06-05T17:12:00.000Z,els grup d atencio a la victima  gav  son especialistes en prevenir  detectar  atendre  fer el seguiment i proteccio policials a victimes de violencies masclistes  violencia domestica i de fets motivats per l odi i la discriminacio els trobaras a totes les comissaries  25anysgav,0
22,Mossos,13,2023-06-05T16:21:02.000Z,frustrem el furt d un rellotge valorat en 3.000 eur a girona pel metode conegut com a teletubbie detectem dues dones vigilant possibles victimes per la zona comercial en el moment que li volen treure el rellotge del canell a una dona actuem i les detenim,1
23,Mossos,34,2023-06-05T15:10:15.000Z,aquestes son algunes de les eines que els lladres fan servir per forcar els panys  i entrar a robar als domicilis si tanquem la porta amb doble volta de clau quan sortim de casa els hi posarem mes dificil   llarsegura,0
24,Mossos,3,2023-06-05T14:07:13.000Z,es  operaciotornada abans de sortir  informa t de l estat del   transit  condueix amb prudencia i respecta el limit de velocitat i la normativa  volemquetornis,0
25,Mossos,4,2023-06-05T13:33:56.000Z,exit del dispositiu policial pel gran premi de formula 1 al circuit de barcelona   catalunya una peca clau del dispositiu ha estat la coordinacio amb els vigilants de seguretat del propi circuit i les diferents policies locals dels municipis limitrofs,0
26,Mossos,11,2023-06-05T10:25:47.000Z,avui 5 de juny se celebra el dia mundial del medi ambient durant tot l any  investiguem arreu de catalunya i en coordinacio amb   agentsruralscat   aquelles accions que el poden malmetre ens hi va el futur   diamundialdelmediambient,0
27,Mossos,3,2023-06-05T08:00:06.000Z,avui  operaciotornada despres d un cap de setmana de tres dies despleguem les unitats de transit a les carreteres per vetllar per una tornada sense incidents  volemquetornis,0
28,Mossos,15,2023-06-05T05:22:39.000Z,si ets victima de  violenciamasclista  domestica o d algun fet motivat per l odi o la discriminacio  pots escriure ns un correu o un whatsapp t assessorarem i resoldrem els teus dubtes en cas de fer denuncia  farem seguiment del teu cas  25anysgav,0
29,Mossos,5,2023-06-04T18:30:56.000Z, supervisio i acompanyament de les families en l us d internet  evitar la sobreexposicio i el contingut inadequat  son dos dels temes que vam tractar en la taula rodona  acompanya m a la xarxa  un projecte que hem ideat amb   granollers,0
30,Mossos,8,2023-06-04T16:32:41.000Z,despleguem un dispositiu a la placa de sant jaume perque pugueu gaudir de la celebracio del titol de   uwcl  aconseguit pel   fcbfemeni    celebreu ho amb respecte i seguretat  uwclfinal  uwcl,0
31,Mossos,3,2023-06-04T14:05:41.000Z,els efectius de l arro desplegats al   circuitcat_cat  per al gran premi de   f1  vetllen per la seguretat de tot el public des de peu de pista  no perden de vista la graderia,0
32,Mossos,9,2023-06-04T10:43:25.000Z,el desmantellament d una plantacio de marihuana es el fruit d una llarga investigacio  voleu saber com s organitza el dispositiu i com intervenim  en aquest article de   elnacionalcat  ho podreu veure ,1
33,Mossos,3,2023-06-04T09:35:59.000Z,we start the security measures to ensure security at the   circuitcat_cat  for the   f1  grand prix we will have the kuppel system operational to prevent the intrusion of unauthorized drones  and there will also be two teams of drones for surveillance  f1,0
34,Mossos,13,2023-06-04T09:35:19.000Z, iniciem el dispositiu per vetllar per la seguretat al   circuitcat_cat  pel gran premi de   f1  tindrem el sistema kuppel operatiu per evitar la intrusio de drons no autortizats i tambe hi haura dos equips de drons per a vigilancia  f1,0
35,Mossos,25,2023-06-04T08:43:44.000Z,desmantellem a barcelona un laboratori de fabricacio de dolcos amb cannabis detenim els seus 4 responsables  que tambe cultivaven marihuana al mateix local  ,1
36,Mossos,2,2023-06-04T07:54:43.000Z, we start the day from the   circuitcat_cat  where   f1  grand prix is held if you come  be attentive so as not to lose your toddlers  f1 ,0
37,Mossos,7,2023-06-04T07:38:57.000Z, avui comencem el dia des del   circuitcat_cat  on es disputa el gran premi de   f1  si hi vas  vigila no es perdin els mes petits de la casa  f1 ,0
38,Mossos,7,2023-06-03T18:53:07.000Z,cada dia som al   primavera_sound  perque puguis gaudir dels espectacles amb seguretat si ens necessites  contacta amb el   112   tenim un dispositiu especial per atendre t rapidament,0
39,Mossos,7,2023-06-03T18:05:04.000Z,we are working for the security of the   f1  grand prix  which is held at   circuitcat_cat  this weekend  f1,0
40,UserName,RetweetCount,Timestamp,text,1
41,Mossos,9,2023-06-09T07:36:18.000Z,desmantellem amb   policia  un grup criminal especialitzat en els robatoris en cases d urbanitzacions  a qui atribuim 23 robatoris a poblacions arreu de catalunya dels 8 detinguts  7 han entrat a preso despres de passar a disposicio judicial  ,1
42,Mossos,53,2023-06-09T05:44:20.000Z,dispositiu en marxa de la cginf i la cgic contra una organitzacio criminal vinculada a grups radicals en l ambit de l esport s estan duent a terme entrades i perquisicions i es preveuen diverses detencions  principalment a l area metropolitana de barcelona,0
43,Mossos,12,2023-06-08T20:11:52.000Z, activem un dispositiu per garantir la seguretat al voltant de l estadi olimpic amb motiu del concert de   beyonce   el dispositiu tambe esta destinat a evitar la venda d entrades falses  compra sempre les teves entrades a traves de canals autoritzats,0
44,Mossos,11,2023-06-08T16:51:13.000Z,hem fet una reunio extraordinaria de la taula de coordinacio regional del pla de violencies sexuals per analitzar els darrers casos a badalona  des del juliol de l any passat fins ara s han denunciat vuit agressions sexuals entre menors amb participacio de mes d un autor,0
45,Mossos,11,2023-06-03T16:55:26.000Z,enhorabona   fcbfemeni  pel titol de   uwcl  aconseguit a eindhoven amb esforc i preparacio    gaudiu de la celebracio amb civisme  nosaltres tindrem un dispositiu de seguretat  uwclfinal  uwcl,0
46,Mossos,8,2023-06-03T15:51:32.000Z,  a lot of vehicles will arrive this weekend at the   circuitcat_cat  for the   f1  grand prix  we recommend you use public transport to avoid traffic jam  f1,0
47,Mossos,42,2023-06-03T14:37:12.000Z,dos mossos  un en practiques  van detectar un incendi en un pis al districte de sant marti  barcelona  i van rescatar la dona que hi havia dins l immoble tots tres estan be i els companys han visitat la maria dolores  sommossos,1
48,Mossos,11,2023-06-03T12:29:33.000Z,com a consequencia d una actuacio policial amb 3 detinguts per robatori violent  fem una entrada judicial en un pis de ciutat vella  barcelona  per detenir ne el quart autor i hi trobem diverses substancies estupefaents    150 gr de cocaina  70 gr d heroina  diners en efectiu,1
49,Mossos,7,2023-06-03T11:14:23.000Z,els maxims responsables de la seguretat del   circuitcat_cat   supervisen tots els serveis i efectius del dispositiu especial planificat per al gran premi de   f1   f1,0
50,Mossos,6,2023-06-03T09:11:08.000Z, es preveu molta afluencia de vehicles al   circuitcat_cat  pel gran premi de   f1  d aquest cap de setmana per arribar amb comoditat i sense embussos  prioritza el transport public  f1,0
51,Mossos,47,2023-06-03T07:54:48.000Z,desarticulem un grup criminal que robava joies i diners de gent gran fent se passar per operaris de subministraments tambe intimidaven les victimes per aconseguir el codi de la llibreta d estalvis bancaria  ,1
52,Mossos,7,2023-06-02T19:11:57.000Z,som una policia internacional i tecnologica i aquest any ho hem demostrat al mobile world congress i en una expedicio a l antartida   ho expliquem a les ii jornades d innovacio  ciencia i tecnologia policial que se celebren al complex central,0
53,Mossos,9,2023-06-02T18:50:35.000Z,desmantellem una plantacio de marihuana a serinya i en detenim els 4 responsables comissem 2400 plantes i 1000 esqueixos que es cultivaven en una zona aplanada i adaptada enmig del bosc els detinguts dormien al lloc en una tenda de campanya,1
54,Mossos,8,2023-06-02T18:16:45.000Z,desmantellem una plantacio de marihuana a valls    2 detinguts  1.400 plantes  59 focus i 50 ventiladors  aires condicionats  filtres  extractors,1
55,Mossos,10,2023-06-02T17:04:47.000Z, aquest cap de setmana es disputa el gran premi de   f1  al   circuitcat_cat   si hi vas  no et perdis aquests consells  f1 ,0
56,Protecció civil,12,2023-06-02T12:32:22.000Z,alerta pla  transcat  camio que transporta materies perilloses incendiat a l ap 7 a vilobi d onyar segons   transit  esta tallada la via en sentit nord  bomberscat  i   mossos  treballant,0
57,Mossos,16,2023-06-02T11:26:05.000Z,detenim tres persones per furtar amb el metode  punxarodes  a les autopistes ap 7 i la c 32 i en detenim dues mes intentant robar a l interior de camions a l ap 2 mitjancant el metode  teloner  al camp de tarragona,1
58,Mossos,15,2023-06-02T07:14:07.000Z,desmantellem un grup criminal que va sostreure mes de 250 ordinadors d empreses de l area metropolitana valorats en mes de 200.000 euros,1
59,Mossos,6,2023-06-01T19:09:29.000Z,desmantellem dues plantacions de marihuana al maresme i detenim quatre persones dos dels detinguts havien falsificat les nomines per poder llogar la casa on hi havia una de les plantacions,1
60,Mossos,9,2023-06-01T17:46:32.000Z,detenim un lladre a qui atribuim 11 robatoris a l interior de vehicles estacionats a parquings de barcelona acumula 19 antecedents,1
61,Mossos,14,2023-06-01T16:04:06.000Z, desmantellem tres pisos ubicats a l eixample i sant marti des d on es distribuien i emmagatzemaven drogues en una operacio conjunta amb   gubbarcelona     4 detinguts  mes d 1 kg de cocaina  diners en efectiu  5 bascules i estris per a la manipulacio,1
62,Mossos,9,2023-06-01T14:02:25.000Z,presentem al  securityforum23 el nou projecte europeu   allies_eu  per eliminar contingut terrorista en linia amb solucions tecnologiques innovadores   ,0
63,Mossos,6,2023-06-01T14:03:53.000Z,tambe expliquem el projecte europeu   preventh2020  per augmentar la seguretat en el transport public amb avencos tecnologics d ultima generacio     securityforum2023,0
64,Mossos,4,2023-06-01T14:04:22.000Z,we also explain the european project   preventh2020  to increase safety in public transport through state of the art technological advances     securityforum2023,0
65,Mossos,17,2023-06-01T11:59:59.000Z, aquest estiu  f c off     foc off es un retret a les persones que cometen imprudencies es un clam per mantenir els boscos lliures d incendis   si veus foc o una columna de foc truca immediatament al   112  no t ho pensis  actua   focoff,0
66,Mossos,23,2023-06-01T11:27:47.000Z,detenim amb   platjaropolicia  dos homes per cinc robatoris a interior de vehicles utilitzaven un inhibidor de frequencies per evitar que el propietari tanques correctament el turisme  ,1
67,Mossos,14,2023-06-01T09:30:02.000Z,detenim dues falses revisores de gas especialitzades en estafar persones vulnerables a tarragona utilitzaven la violencia fisica contra les victimes quan aquestes sospitaven del frau,1
68,Mossos,17,2023-06-01T06:14:02.000Z,seguim treballant per frenar els robatoris a barcelona en un dispositiu amb agents de paisa detenim 14 persones per robatoris violents  furts  receptacio i estafa entre tots els detinguts sumen 140 antecedents policials  platremall,0
69,Mossos,9,2023-05-31T18:55:44.000Z,detenim una dona que furtava joies del domicili on treballava fent tasques de neteja al far de l emporda la detinguda ja havia fet 20 vendes i s havia lucrat amb mes de 4.000 euros,1
70,Mossos,19,2023-05-31T17:00:48.000Z,desactivem amb   gubbarcelona  un punt de venda de drogues al districte de sant marti    2 detinguts  diverses quantitats de cocaina  mdma i d extasi  diners en efectiu i estris,1
71,Mossos,12,2023-05-31T15:01:46.000Z,desmantellem amb   gubbarcelona  una plantacio de marihuana en una nau situada al barri de la sagrada familia    intervencio de 800 plantes de marihuana  inutilitzacio de la infraestructura electrica i elements de la plantacio  nau precintada,1
72,Agents Rurals,34,2023-05-31T10:01:15.000Z, en el marc d un operatiu conjunt d agentsrurals   gevacar i   mossos   denunciem un individu que portava un visor nocturn acoblat al rifle a naves  solsones li comissem l arma i els accessoris   l us d aquests aparells es prohibit i esta subjecte a autoritzacio excepcional,1
73,Mossos,6,2023-05-31T09:25:08.000Z,actualment els grup d atencio a la victima  gav  fan el seguiment de mes de 21.000 victimes a tot catalunya amb l objectiu de prevenir noves situacions de violencia ho fan a traves de trucades telefoniques  entrevistes personals i altres mitjans  25anysgav,0
74,Mossos,26,2023-05-31T06:13:28.000Z,detenim dos homes per 6 robatoris violents a sants montjuic  barcelona  es movien en patinet electric i robaven joies de les victimes d una estrebada han ingressat a preso  ,1
75,Mossos,9,2023-05-30T19:16:06.000Z,detenim un home per entrar a robar a dependencies de l ajuntament de vilatenim en dos dies consecutius va sostreure diversos ordinadors  un televisor i diners ha ingressat a preso,1
76,Mossos,7,2023-05-30T17:30:28.000Z,detenim una dona per 13 robatoris a interior de vehicle tots els fets es van produir a la comarca del bergueda en nomes dos dies,1
77,Mossos,8,2023-05-30T16:04:06.000Z,engeguem una prova pilot amb   telefonica  a la comissaria d horta per millorar l atencio a persones amb dificultats auditives el sistema s ha presentat avui en la jornada sobre innovacio en el sector de les emergencies i la seguretat publica de barcelona  ,0
78,Mossos,2,2023-05-30T16:07:13.000Z,l intendent jordi gracia  amb el conseller d   interiorcat     joanignasielena   i el director general de la policia  pere ferrer  han explicat els detalls del sistema que  com a elements innovadors  mostra senyals lluminosos i fa una transcripcio de veu a text en temps real,0
79,Mossos,12,2023-05-30T14:00:12.000Z,avui a aquesta hora es commemora que la 1a promocio del cos de mossos d esquadra fa 40 anys que comencava el curs al centre de formacio situat a l avinguda pearson  40anys1apromocio,0
80,Mossos,7,2023-05-30T13:10:20.000Z,detenim una dona per incendiar els baixos d un bloc de pisos a figueres el foc  que va ser provocat  va causar danys al repla i a les portes  i va causar diversos ferits per inhalacio de fum,1
81,Mossos,20,2023-05-30T10:58:45.000Z, es preveu molta afluencia de vehicles al   circuitcat_cat  pel gran premi de  f1    per arribar amb comoditat  prioritza el transport public  si vas amb vehicle privat  compra l acreditacio d aparcament,0
82,Mossos,76,2023-05-30T08:29:08.000Z,evitem que dos lladres multireincidents robin un mobil a ciutat vella els detenim en veure ls com amenacaven la victima amb una fulla d afaitar  entre tots dos detinguts sumen 51 antecedents policials aquest any,1
83,Mossos,21,2023-05-30T05:16:30.000Z,ingressa a preso el presumpte autor d una doble temptativa d homicidi a tarragona els fets van passar el 26 de febrer en una baralla en que dos menors van resultar ferits de gravetat per arma blanca  ,1
84,Mossos,12,2023-05-29T19:17:31.000Z,recuperem mobiliari urba  valorat en 1.000 euros  sostret a l abril a l eixample  barcelona  localitzem el lladre per geolocalitzacio i el detenim la investigacio segueix oberta per recuperar mes mobiliari robat,1
85,Mossos,25,2023-05-29T16:56:16.000Z,ens alerten per un possible robatori en una nau industrial de reus i hi trobem 5.200 plantes de marihuana amb tota la infraestructura per cultivar les la desmantellem i detenim tres persones,1
86,Mossos,12,2023-05-29T14:02:30.000Z,els investigadors es van sumar al dispositiu per detectar les victimes i recollir juntes les denuncies per estafa en la venda d entrades pel concert de   coldplay  de moment n hem rebut 52,1
87,Mossos,4,2023-05-29T14:03:32.000Z,hem denunciat dos estafadors que venien les entrades entre 110 i 140 eur venien la mateixa entrada a diverses persones o en falsificaven de reals i canviaven el dia,1
88,Mossos,3,2023-05-29T14:04:14.000Z,els estafadors es feien passar per influencers amb credibilitat i oferien les entrades a traves de les xarxes socials  hi ha victimes nacionals i internacionals recorda comprar sempre les entrades per canals oficials,0
89,Mossos,21,2023-05-29T11:00:41.000Z,despleguem un ampli dispositiu per garantir la mobilitat i la seguretat del gran premi de  f1 al   circuitcat_cat  ens coordinem amb   transit   policies locals i altres cossos d emergencies d   interiorcat   ,0
90,Mossos,16,2023-05-29T07:56:56.000Z,desarticulem un grup criminal que suplantava identitats per llogar vehicles a noms de tercers amb els quals van cometre 21 robatoris en habitatges posaven anuncis a internet on oferien feina com a conductor per obtenir les dades personals  ,1
91,Mossos,45,2023-05-28T20:07:42.000Z,els lladres utilitzen marcadors per saber si has marxat de casa els col loquen a la porta  com aquests petits fils  i si es mantenen intactes durant dies saben que ningu ha entrat o sortit recentment i aprofiten per entrar a robar si detectes un marcador  contacta amb el   112,0
92,Mossos,4,2023-05-28T11:59:44.000Z,treballem als diferents col legis electorals d arreu de catalunya per garantir la seguretat i que tothom pugui exercir amb llibertat el dret a vot en aquestes eleccions municipals  28m,0
93,Mossos,102,2023-05-28T08:57:36.000Z,enxampem i denunciem el conductor d aquesta motocicleta  a la carretera gi 682 a blanes  per conduir amb bosses i objectes que dificultaven la llibertat de moviments,0
94,Mossos,7,2023-05-28T06:33:52.000Z,en marxa el dispositiu vila amb motiu de les eleccions municipals arreu de catalunya  28m,0
95,Mossos,58,2023-05-27T17:51:50.000Z,obrim investigacio relacionada amb una estafa en la venda d entrades fraudulentes pels concerts de   coldplay  a barcelona si n heu estat victimes no dubteu en denunciar els fets a qualsevol de les nostres comissaries  ,1
96,Mossos,7,2023-05-27T18:12:38.000Z,aixi com en els dos primers concerts d aquesta setmana  mantenim avui i dema un dispositiu per detectar situacions relacionades amb la revenda i les entrades falses desconfia de la venda d entrades a peu de carrer i a les immediacions de l estadi olimpic,0
97,Mossos,8,2023-05-27T17:07:02.000Z,desmantellem una plantacio de marihuana a vilafant  alt emporda    2 persones detingudes  17 focus  3 ventiladors  350 plantes de marihuana   filtres  extractors  compressors i aires condicionats,1
98,Mossos,7,2023-05-27T14:47:43.000Z,busquem talent en el sector universitari per incorporar se als mossos d esquadra hem informat de les sortides professionals a l alumnat de   epsi_uab   ensfaltestu,0
99,Mossos,12,2023-05-27T12:11:55.000Z,establim un dispositiu especific amb   transit  per la concentracio de motoristes   rider1000_  fem accions de control en l ambit de la velocitat  drogo alcoholemia i fatiga treballem per conscienciar del risc de patir accidents i sofrir lesions greus,0
100,Mossos,8,2023-05-27T09:31:49.000Z, volem conscienciar a tothom que els protagonistes es troben al terreny de joc pista i no a la grada    al  futbolcat i a tot arreu  respecte    seguim potenciant i formant amb els valors de l esport    jojugonet   fcf_cat,0
101,Mossos,73,2023-05-27T07:31:59.000Z,denunciem 13 vegades un motorista que ocultava la matricula de la seva motocicleta per intentar eludir un radar situat entre matadepera i sabadell tapava amb la ma la matricula quan passava a mes velocitat de la permesa actuem coordinadament amb   transit   ,0
102,Mossos,10,2023-05-26T18:59:11.000Z,amb motiu del 25e aniversari dels grup d atencio a la victima  unes 160 persones han participat avui a la caminada solidaria per  santllorencdelmunt i l obac els beneficis es destinaran a entitats especialitzades a l atencio a les victimes de  violenciesmasclistes  25anysgav,0
103,Mossos,21,2023-05-26T17:59:18.000Z,desmantellem un punt de venda de cocaina a pineda de mar  conjuntament amb la   plpinedademar  detenim una persona i intervenim 233 grams de substancia  21.000 eur en efectiu i altres objectes,1
104,Mossos,18,2023-05-26T17:04:01.000Z,desarticulem un grup criminal que empadronava falsament a solsona estrangers que estaven en situacio irregular el grup podia cobrar entre 300 i 600 euros als ciutadans estrangers,1
105,Mossos,48,2023-05-26T15:05:23.000Z,aturen al voral de l ap 7 una parella de turistes amb l excusa que tenen problemes amb una roda i  mentre un els distreu  l altre els sostreu la bossa de ma detenim els dos homes a garrigas i recuperem el boti,1
106,Mossos,13,2023-05-26T15:06:17.000Z,la mateixa tarda detenim un tercer home a vilablareix per dues ordres pendents  tambe per furts comesos a l ap 7. a mes  detenim el conductor del vehicle per no haver obtingut mai el permis de conduir,1
107,Mossos,8,2023-05-26T13:05:54.000Z,desmantellem amb   gubbarcelona  aquest punt de venda de droga a ciutat vella    dues persones detingudes   droga diversa intervinguda  diners en efectiu  balanca i altres estris  propietat retornada,1
108,Mossos,19,2023-05-26T09:42:53.000Z,ingressen a preso quatre persones presumptament relacionades amb una mort violenta a l hospitalet de llobregat el dia 5 de gener  ,1
109,Mossos,14,2023-05-26T05:10:07.000Z,investiguem la mort d un home a badalona ahir a la nit  ,1
110,Mossos,13,2023-05-25T18:34:06.000Z,detenim un jove per tres robatoris violents a reus feia estrebades per sostreure els collarets a victimes d edat avancada,1
111,Mossos,51,2023-05-25T17:49:44.000Z,detenim a les immediacions de l estadi olimpic de montjuic quatre homes que suplantaven els organitzadors per vendre passis especials  polseres i credencials falses per accedir al concert de   coldplay,1
112,Mossos,1,2023-05-25T17:50:27.000Z,tenim un dispositiu especific per detectar aquestes situacions a traves de la feina coordinada amb els organitzadors dels concerts hem tingut coneixement de 250 reclamacions,0
113,Mossos,2,2023-05-25T17:52:38.000Z,compra les entrades pels canals autoritzats i desconfia de la venda d entrades al carrer a prop de la zona on se celebra el concert,0
114,Mossos,6,2023-05-25T13:49:07.000Z, la vocacio em ve des de jove  sempre m havien atret la policia i la vocacio de servei el que m agrada mes es combinar el mon aeronautic amb el mon policial des de l aire tenim una perspectiva molt diferent que des del terra  diu la meritxell  unitat central d helicopters ,0
115,Mossos,8,2023-05-25T10:45:14.000Z, previsio de pluges intenses  molta precaucio a la carretera   redueix la velocitat  augmenta la distancia de seguretat i evita zones inundables  inuncat  volemquetornis ,0
116,Mossos,313,2023-05-25T07:02:03.000Z,amb agents de paisa enxampem una furtadora habitual mentre sostreia la cartera a una usuaria del transport public a sants la denunciem per un delicte de furt fixa t be com comet el fet per evitar que a tu tambe et passi ,1
117,Mossos,31,2023-05-25T07:02:31.000Z,per evitar ser victima d un furt  tingues sempre a la vista la teva bossa de ma o motxilla en llocs molt concorreguts  porta la davant  ben tancada i enganxada al cos  stopfurts,0
118,Mossos,31,2023-05-24T19:20:37.000Z,ahir una mossa  amb el suport dels companys  va ajudar la marina a donar a llum dins d un establiment de valls avui s han retrobat per coneixer l estat de salut de la mare i donar la benvinguda a l andrey  sommossos,0
119,Mossos,18,2023-05-24T17:22:36.000Z,detenim un conductor per superar en mes de 80 km h el limit de velocitat en una via interurbana circulava a 214 km h per la c 33 a mollet del valles en un tram limitat a 120 km h,0
120,Mossos,10,2023-05-24T15:01:23.000Z,avui hem acollit al complex central de mossos la ii jornada formativa del pla  infocat  ens hem reunit tots els cossos d emergencies per tractar la coordinacio davant d un incendi forestal molt agraits a   bomberscat   emergenciescat   agentsruralscat   semgencat  i   creurojacat,0
121,Mossos,9,2023-05-24T13:15:25.000Z,la policia local d   ajuntamentbdv  veu dos homes intercanviant una bossa plena de marihuana en veure els agents fugen cap a una zona boscosa fem una recerca conjunta i en detenim un d ells localitzem mes de 156 kg de marihuana que tenien carregats en un remolc,1
122,Mossos,10,2023-05-24T09:46:42.000Z,col laborem amb   barcelona_bombers  en la  viimillabombersbarcelona  t hi esperem el 9 de juliol   la recaptacio sera per a l associacio sense anim de lucre mirada neta  que te com a objectiu crear un espai de trobada per nens  joves amb tea i les seves families   mossossolidaris,0
123,Mossos,51,2023-05-24T05:48:01.000Z,desmantellem a barcelona un grup criminal que robava rellotges de luxe en patinet electric a turistes i de forma violenta detenim 7 persones  amb 72 antecedents per fets similars arreu de l estat i a europa el lider del grup ha ingressat a preso  ,1
124,Mossos,4,2023-05-24T05:49:16.000Z,combatem els robatoris de forma preventiva  amb el patrullatge i dispositius d agents de paisa  i a traves de la investigacio policial amb el grup titani  especialitzat en aquest ambit a barcelona  i la divisio d investigacio criminal,0
125,Mossos,4,2023-05-24T05:49:17.000Z,la coordinacio internacional entre cossos policials es clau per poder tenir un control sobre aquells delinquents itinerants que van de ciutat a ciutat cometent la seva activitat delictiva,0
126,Mossos,42,2023-05-23T18:19:22.000Z,detenim un noi a sant cugat del valles que acabava de robar en un pis i recuperem tots els objectes sostrets es va fer passar per menor d edat pero una prova medica va certificar que era major,1
127,Mossos,25,2023-05-23T16:59:58.000Z,recuperem a riudellots de la selva una furgoneta sostreta la nit abans a badalona i que havien fet servir per robar la carrega d un camio en una area de descans de l ap 7 a vilademuls  recuperem tambe el material sostret   prop de 1.000 caixes d encenedors,1
128,Mossos,7,2023-05-23T13:40:10.000Z,retrobaments emotius i que deixen empremta per sempre bona feina companys   sommossos,0
