UserName,Text,RetweetCount,Timestamp
Bombers Barcelona,"Aquest vespre hem intervingut en un accident de trànsit entre un bus, una furgoneta i un cotxe. Les ocupants del tercer vehicle, que ha bolcat, han estat ateses per una infermera de #BombersBCN i el 
@semgencat
, i han rebut l'alta in situ. Hi col·laboren 
@GUBBarcelona
 i 
@mossos
.",16,2023-06-07T21:43:06.000Z
SEM. Generalitat,"#SEMES2023: José Manuel Miñones, Ministro de Sanidad, inaugura el congrés i reconeix la feina feta per 
@SEMES_
 i l’esforç per impulsar la futura especialitat en urgències i emergències, en procés d’elaboració de redacció del Reial Decret per a la creació de l'especialitat.",3,2023-06-07T19:27:17.000Z
SEM. Generalitat,": Reunió avui entre les  Direccions i Coordinacions Infermeres dels sistemes d’emergències mèdiques de diferents Comunitats Autònomes, en el marc del Congrés #SEMES2023.
@SEMES_",2,2023-06-07T19:30:33.000Z
Trànsit," El cinturó de seguretat també l’hem de portar cordat en autobusos i autocars que en porten

 Aquesta setmana coordinem una campanya de controls de transport escolar, de menors i viatgers

#cordatalavida #CapRisc
#SCT",3,2023-06-07T18:55:00.000Z
SEM. Generalitat,"La Dra. Susana Simó és la guanyadora del premi Urgenciòloga de l'Any, un certamen organitzat per 
@SEMES_
, en reconeixement a la seva tasca professional de més de 30 anys, a la base #SEM de l’Hospital Sant Joan de Déu de Manresa i a Urgències i UCI de la Fundació Althaia.",25,2023-06-07T15:56:32.000Z
Protecció civil,"Uns 200 alumnes de les escoles Maria Inmaculada i Valldeflors de #Tremp han après avui a celebrar una #revetllasegura amb l'obra de teatre ""A foc lent"", organitzada per #ProteccióCivil

També hi han participat el 
@semgencat
 i membre de la colla de Diables de Tremp",6,2023-06-07T15:15:04.000Z
SEM. Generalitat,"Avui ha començat a #Madrid #SEMES2023.
Si no heu pogut assistir-hi, també podeu seguir la jornada al seu compte oficial de Twitter: 
@SEMES_",2,2023-06-07T15:19:21.000Z
SEM. Generalitat,"  Estàs al dia amb el calendari de vacunacions?

 Recorda que el calendari vigent et protegeix contra 16 microorganismes mitjançant 15 vacunes!

 Consulta els detalls a l'app 061 Salut Respon!",,2023-06-07T15:01:27.000Z
SEM. Generalitat,"#EstàPassant: 
 Rebem la visita a #112 dels professionals de l'ACUT (atenció continuada i de les urgències de base territorial) de Bages- Berguedà",5,2023-06-07T10:41:45.000Z
SEM. Generalitat,"Incendi del motor d'un bus escolar a la C-16, a Sant Fruitós de Bages :
3 afectats lleus, sense trasllat. 
Activades 2 unitats terrestres 
i 1 Comandament.
@bomberscat",3,2023-06-07T10:14:46.000Z
SEM. Generalitat,"Per aquest incendi a #Cornellà, 
1 persona atesa que ha estat donada d'alta in situ. 
2 unitats terrestres #SEM activades.
@bomberscat",2,2023-06-07T10:11:36.000Z
SEM. Generalitat," Saps com localitzar el teu DEA connectat amb el #SEM més proper?

 Descarrega l'app 061 Salut Respon i el podràs trobar al mapa en un clic!",1,2023-06-07T06:20:11.000Z
Bombers,"#Bomberscat hem treballat en un incendi que ha cremat diverses motocicletes a la Travessia de Santa Eugènia, a Salt (avís 06.14h). Han cremat 3 motos i un dels pisos propers ha resultat afectat pel fum. El 
@semgencat
 s'ha desplaçat fins l'indret per fer una valoració del veïnat",6,2023-06-07T05:35:22.000Z
Bombers,"En l'accident s'hi han vist implicats dos vehicles, un d'ells amb 3 passatgers i l'altre amb només el conductor. Dues dotacions #Bomberscat hem assistit les víctimes i garantit la seguretat en l'escenari de l'accident, que ha tingut lloc dins un túnel",3,2023-06-06T19:51:16.000Z
SEM. Generalitat,": Més imatges de la taula medicina extra hospitalària al Congrés de la 
@semicyuc
 #SEMICYUC amb integrants del grup de treball de transport crític i de la Unitat del Pacient d’Alta Complexitat #SEM i els reptes de l' #ECMO.",9,2023-06-06T19:43:14.000Z
SEM. Generalitat," Estàs pensant ja en les teves properes vacances?

 Recorda que és important actualitzar el calendari de vacunes i comprovar si hi ha alguna alerta sanitària activa en el teu país de destí!",1,2023-06-06T14:02:03.000Z
Protecció civil,"Un centenar d'alumnes de #Girona han après avui a celebrar una #revetllasegura amb l'obra de teatre ""A foc lent"", organitzada per #ProteccióCivil

També hi ha participat representació de Diables i 
@semgencat
 

@escola_verd
 @escolaeiximenis
 #EscolaJoanBruguera",8,2023-06-06T12:06:47.000Z
Salut," El programa de trasllat amb ECMO pediàtric, és un exemple d'èxit del Sistema de Salut de Catalunya.

Programa en xarxa on han participat  
@semgencat
, 
@vallhebron
, 
@hjoan23
 i 
@SJDbarcelona_es
.

Coneix el cas de l'Aisha ",1,2023-06-06T09:57:00.000Z
SEM. Generalitat," Els Equips de Coordinació Clínica i Operativa (ECO) donen suport 24 hores a altres unitats en situacions complexes a nivell clínic i operatiu?

Vols saber més sobre la seva funció?  https://tinyurl.com/448b8b5v",3,2023-06-06T07:20:54.000Z
Protecció civil," En cas d'accident químic, practica l'Efecte Bombolla 

 Les característiques de determinades indústries properes a alguns municipis fan que hi hagi risc químic.

 Més informació:
https://gen.cat/3Oe8H9x

#Interior #ProteccióCivil",11,2023-06-06T07:00:25.000Z
UManresa,"UManresa recrea l’accident d’un globus aerostàtic en un simulacre que mobilitza més de 100 persones 

https://umanresa.cat/ca/comunicacio/noticies/umanresa-recrea-laccident-dun-globus-aerostatic-en-un-simulacre-que-mobilitza…

#simulacre 
@globuskontiki
 @adfbages
 @CreuRojaBages
 @semgencat
 @CasteEsther",6,2023-06-05T14:34:00.000Z
Trànsit," L'accident de l'AP-7 a Sant Julià de Ramis ha estat entre un camió i una furgoneta i només hi ha un carril obert en sentit sud

 
@bomberscat
 està fent tasques d'excarceració i 
@semgencat
 informa de tres persones afectades

#SCT",3,2023-06-05T14:18:25.000Z
SEM. Generalitat," La Taula d'Atenció al Pacient Fràgil del 061 Salut Respon, formada per metges/sses i infermeres especialitzades en geriatria, marca un punt d'inflexió en l'atenció a pacients fràgils amb patologies cròniques.

Més informació, al següent enllaç  https://tinyurl.com/5cmevees",1,2023-06-05T14:02:02.000Z
Protecció civil," La calor ja és aquí i desperta unes ganes irresistibles de banyar-se en mars i rius.

 Aquí tens algunes recomanacions per gaudir d'una jornada de bany segura ",12,2023-06-05T07:15:17.000Z
SEM. Generalitat," L'ennuegament és una obstrucció parcial o total de la via aèria, ja sigui per un objecte o per menjar.

Saps com actuar en aquests casos? T'ho expliquem en el següent vídeo de #PrimersAuxilis ",18,2023-06-05T07:30:04.000Z
Bombers,"Rescatem una ciclista accidentada, en una pista de difícil accés, a Tarragona (avís 09.52). Activem 2 dotacions i la unitat de rescat #bomberscat amb l'helicòpter, #GRAE i metge del 
@semgencat
. Fem primera atenció i extracció amb gruatge i la traslladem a l'Hospital 
@hjoan23
.",8,2023-06-04T13:09:07.000Z
SEM. Generalitat,"Sabies que el #SEM compta amb un equip de 90 psicòlegs/gues? 

Aquests/tes professionals ofereixen atenció presencial i no presencial als ciutadans i suport emocional a professionals de les emergències i la xarxa pública de salut.

 https://tinyurl.com/y926rsra",,2023-06-04T14:00:57.000Z
Salut," El programa de trasllat amb ECMO pediàtric, és un exemple d'èxit del Sistema de Salut de Catalunya.

Programa en xarxa on han participat  
@semgencat
, 
@vallhebron
, 
@hjoan23
 i 
@SJDbarcelona_es
.

Coneix el cas de l'Aisha ",3,2023-06-03T19:49:00.000Z
SEM. Generalitat,"Accident de 
@transit
 a C-66 Bordils de la Bisbal. Flaçà. 
4 unitats terrestres #SEM activades.
Sortida de via d’un vehicle. Afectats: 1 home en estat crític i 1 greu, traslladats a Hospital Trueta",2,2023-06-04T07:42:20.000Z
Protecció civil,"Si avui diumenge vas a la muntanya

RECORDA que per gaudir del medi natural s'han de tenir en compte unes pautes bàsiques que ens garantiran tant la nostra seguretat com la de la nostra família.

Més consells de #ProteccioCivil a https://gen.cat/3R9ssx1

#muntanyasegura",10,2023-06-04T07:00:16.000Z
SEM. Generalitat,"Parapentista accidentat, ahir, a La Cellera de Ter.
Traslladat un home en estat menys greu a H. Trueta de Girona.
Activats 1 helicòpter medicalitzat i 1 unitat terrestre #SEM.",,2023-06-04T07:34:36.000Z
SEM. Generalitat," Necessites localitzar la teva farmàcia de guàrdia més propera?

Recorda que pots fer-ho en pocs clics descarregant l'app 061 Salut Respon!",1,2023-06-04T06:30:12.000Z
SEM. Generalitat," Si has de trucar a Emergències Mèdiques, recorda que has d'explicar què ha passat, quin és el lloc exacte de l'incident, quantes víctimes hi ha i en quines condicions estan.

 Totes les dades que puguis proporcionar ajudaran l'ambulància a trobar el lloc!",9,2023-06-03T14:01:14.000Z
SEM. Generalitat,"#EstàPassant:
Aquest cap de setmana estem presents a l’Aplec del Cargol, a #Lleida, amb una Unitat de Coordinació Operativa. Donant suport a Creu Roja en el dispositiu sanitari.",18,2023-06-03T13:55:48.000Z
Guàrdia Urbana Barcelona," Aquest matí hem col·laborat amb 
@mossos
 @BCN_Bombers
 i 
@semgencat
 en l'extinció d'un incendi a uns baixos del barri de #Porta, a #NouBarris, on cap persona ha necessitat assistència. S'estan investigant les causes del foc.

#gubNB ",3,2023-06-03T11:23:39.000Z
SEM. Generalitat,"Ciclista accidentat a El Brull.
Unitats SEM: 1 unitat terrestre, 1 helicòpter medicalitzat i 1 equip conjunt 
@bomberscat
-
@semgencat
.
Home atès i traslladat en estat crític a Hospital Parc Taulí de Sabadell",2,2023-06-03T11:36:29.000Z
SEM. Generalitat," #TrioLaVida: Si coneixes algú amb conducta o ideació suïcida, demana ajuda!

Truca al 061 Salut Respon i un equip d'especialistes en psicologia, psiquiatria i infermeria en salut mental valorarà el cas.",1,2023-06-03T07:30:12.000Z
Guàrdia Urbana Molins de Rei,"Intervenim en una parada cardiorespiratòria a la via pública. Es reanima la persona amb el DEA del patrulla. Amb l'arribada del SEM s'estabilitza i és ingressada amb vida a l'hospital de Bellvitge.
Agraïm la col·laboració de dos vilatans que han ajudat 
@AjMolinsdeRei",11,2023-06-02T18:25:28.000Z
Jordi83,"Ambulancia de Suport Vital Avançat (SVA) 0604 al CUAP Plató 
@semgencat
 #momentsSEM",4,2023-06-02T17:09:37.000Z
SEM. Generalitat," Per aquest incendi a #Esparreguera, actuacions en curs:
Des del #SEM s’han activat 3 unitats terrestres i 1 equip conjunt 
@bomberscat
 - 
@semgencat
.",1,2023-06-02T15:23:11.000Z
SEM. Generalitat,"Informació definitiva incendi a #Esparreguera: 
1 dona ha estat atesa i traslladada a Unitat de Cremats de l’Hospital Vall Hebron en estat crític.
@vallhebron
 
@bomberscat",4,2023-06-02T16:09:32.000Z
SEM. Generalitat," El #SEM Pediàtric està format per professionals especialitzats/des i unitats amb la tecnologia més puntera.

Coneixes la seva funció?  https://tinyurl.com/4emceks7",1,2023-06-02T14:02:23.000Z
SEM. Generalitat,"Aquest matí, a #Begues, professionals del #SEM han participat a la jornada sobre incendis forestals i coordinació. S’ha presentat el dispositiu per afrontar #CampanyaForestal23 #MetroSud.
@bomberscat
 @mossos
 @agentsruralscat
 @emergenciescat
 #PL 
@sfadfcat
 @CreuRojaCAT
 @BCN_Bombers",5,2023-06-02T12:06:38.000Z
Policia Local MiR,"Ens avisen que una excursionista es troba estirada a terra sense respondre. L’assistim, en primera instància, i 
@semgencat
 la trasllada a centre hospitalari en estat greu 
@PoliciaLocal
 @Montcada",13,2023-06-02T09:25:36.000Z
Protecció civil,"Si aquest #capdesetmana vas al medi natural amb el teu vehicle particular, RECORDA:

 NO aparquis als vorals dels camins ni carreteres

 Deixa lliures les vies perquè hi puguin circular els vehicles d'emergències

#ProteccioCivil #muntanyasegura",13,2023-06-02T06:45:17.000Z
SEM. Generalitat," Sabies que la Unitat de Mitjans Aeris del #SEM permet garantir l'equitat d'accés al sistema sanitari públic de tota la població de Catalunya?

Fes clic a l'enllaç per accedir a més informació sobre la seva funció  http://tinyurl.com/3t52rm6e",1,2023-06-02T07:43:49.000Z
Esports,"ESPORT SEGUR |  3a Jornada #ciclismesegur a 
@gencatgirona
 Organitzada per #esportcat, amb 
@semgencat
, 
@mossos
 i 
@transit
, al costat de 
@ciclismecat
 Exposem consells per gaudir d'una pràctica ciclista segura i la convivència entre vehicles a les carreteres",8,2023-06-01T21:23:14.000Z
SEM. Generalitat,"Saps que els equips d'Atenció al Pacient Crític d'Alta Complexitat són pioners a nivell mundial i poden beneficiar prop de 1.400 persones?

Per saber més sobre la seva funció, fes clic a l'enllaç  https://tinyurl.com/mryevkv7",6,2023-06-01T16:02:40.000Z
SEM. Generalitat,"Ponència a càrrec de la Teresa Casasas i la Núria Casalé, a la sessió monogràfica sobre atenció a la població fràgil, parlant de la  Taula de Fragilitat del #SEM a l’Òrgan Tècnic de les Urgències i Emergències de #Barcelona.",2,2023-06-01T13:02:10.000Z
SEM. Generalitat," #EstàPassant. Imatges de la Segona Jornada d'Humanització a l' 
@htrueta
. 
Intervenció de la Teia Camps. 
L’atenció prehospitalària: humanització bàsica i en directe. Què fem i quines oportunitats es generen.",3,2023-06-01T12:45:54.000Z
Hospital Comarcal de Móra d'Ebre," Acord per a l’adequació i ampliació de l'heliport de les Terres de l'Ebre, situat a Móra d’Ebre, emplaçament estratègic, ja que permet arribar a tots els punts del territori al qual dóna cobertura l’helicòpter del 
@semgencat
 en menor temps.

 https://gen.cat/3N89Miy",7,2023-06-01T07:14:05.000Z
Hospital Trueta,"Comença la 3a taula amb els humanitzadors convidats 

Ara agafen el relleu els representants del 
@_ssibe
, de 
@vallhebron
 i 
@semgencat
 on ens parlaran  d’experiències d’humanització en el seu entorn! 

#TruetaMésHumà",3,2023-06-01T10:30:12.000Z
SEM. Generalitat," #PrimersAuxilis: Saps com actuar davant de la picada d'un insecte?

Retira el fibló sense enfonsar-lo ni escampar el verí, neteja la zona amb aigua i sabó neutre i aplica aigua freda.",10,2023-06-01T06:30:13.000Z
Bombers,"Sta Coloma de Farners (12.44h), #bomberscat hem rescatat un ciclista amb mal al braç a la zona de la Trona del Rei. L'hem dut amb l' fins 
@htrueta
Tírvia (14.20h), hem rescatat un ciclista amb mal a l'espatlla. L'hem dut amb  fins l'heliport, on ens esperava 
@semgencat",4,2023-05-31T18:18:34.000Z
Bombers,"Avui, el #GRAE #bomberscat hem tingut 3 rescats de ciclistes accidentats en zones de difícil accés;
Castellar del Vallès  (avís 11.07h), hem activat 3 i 1 pel rescat d'un ciclista caigut al Puig de la Creu. L'hem dut amb el matalàs de buit fins l'ambulància 
@semgencat",7,2023-05-31T18:14:57.000Z
SEM. Generalitat," Imatges d'avui, simulacre d'accident aeronàutic a l'Aeroport Andorra-La Seu d’Urgell, durant la maniobra d’aterratge amb afectats de diversa consideració.
El #SEM ha estat responsable de l’assistència sanitària dels afectats. Hi han participat 6 professionals i 4 unitats #SEM.",9,2023-05-31T15:39:48.000Z
SEM. Generalitat,"Al simulacre d'accident aeronàutic a l'Aeroport Andorra-La Seu d’Urgell, la Central de Coordinació Sanitària #SEM ha gestionat la derivació de pacients a diferents centres sanitaris en funció de la patologia.
: Roger Moré, Auxiliar de Coordinació #CECOS Reus.
@emergenciescat",5,2023-05-31T15:50:03.000Z
Bombers,"#Bomberscat hem finalitzat ja el servei a Sant Bartomeu del Grau. Ha cremat completament un vehicle a l'interior del túnel de Fontfreda, de la C-25. El 
@semgencat
 ha atès a dues persones",2,2023-05-31T13:11:51.000Z
Salut," El programa de trasllat amb ECMO pediàtric, és un exemple d'èxit del Sistema de Salut de Catalunya.

Programa en xarxa on han participat  
@semgencat
, 
@vallhebron
, 
@hjoan23
 i 
@SJDbarcelona_es
.

Coneix el cas de l'Aisha ",2,2023-05-31T14:33:00.000Z
SEM. Generalitat," La unitat d'intèrprets de la llengua de signes s'emmarca en l'estratègia global del 061 Salut Respon per fer l'atenció sanitària més accessible per a tots els col·lectius de persones amb discapacitat.

Per saber com accedir a aquest servei, fes clic a http://bit.ly/3L4HgvI",3,2023-05-31T14:33:59.000Z
SEM. Generalitat,"Fa uns dies es va celebrar un nou #CanviDeMarxa a #Cervera, en el que hi va participar l’Albert Aragonès, #TES, per conscienciar sobre els accidents de trànsit i les seves conseqüències.
#PoliciaLocal 
@Fundacio_MDC
 
@transit",,2023-05-31T10:16:51.000Z
SEM. Generalitat,"Sabies que el programa de deshabituació tabàquica del 061 Salut Respon ha ajudat més de 35.000 persones a deixar de fumar?

 En el #DiaMundialSenseTabac, et recordem que pots trucar per obtenir un pla específic individualitzat per abandonar l’hàbit tabàquic.",3,2023-05-31T09:16:34.000Z
Protecció civil," Si aquest matí veieu vehicles d'emergències a l'entorn de l'Aeroport Andorra - La Seu d'Urgell 
@territoricat
 es tracta d'un #SIMULACRE d'accident aeri

#ProteccioCivil",5,2023-05-31T07:00:48.000Z
SEM. Generalitat," Els Equips de Coordinació Clínica i Operativa (ECO) donen suport 24 hores a altres unitats en situacions complexes a nivell clínic i operatiu, tot consolidant la segona resposta assistencial.

Per més informació, fes clic a l'enllaç  https://bit.ly/3V8AhXh",1,2023-05-31T07:25:11.000Z
Federació Catalana de Ciclisme,"Recordeu que aquest dijous es celebrarà a Girona la tercera Jornada #ciclismesegur amb 
@mossos
 i 
@semgencat
!

 Inscripcions gratuïtes  https://docs.google.com/forms/d/e/1FAIpQLSfsjT7CXGbfTk34Pllu-Q7oMo94ZavXktJi7CPqrwH0VR-OuQ/viewform…

+ info  https://bit.ly/3WsMlU3",2,2023-05-30T19:51:11.000Z
SEM. Generalitat,"#EstàPassant: 
A la presentació del Pla especial d'emergències per incendis forestals de Catalunya (INFOCAT), dels cossos operatius de Catalunya Central.

#RECentre #CampanyaForestal",4,2023-05-30T15:24:55.000Z
SEM. Generalitat,"Saps que els equips d'atenció al pacient crític d'alta complexitat poden beneficiar prop de 1.400 persones?

Per saber més sobre la funció d'aquests equips pioners a nivell mundial, fes clic a l'enllaç  https://bit.ly/3n2rU32",2,2023-05-30T14:01:36.000Z
SEM. Generalitat,"Nou #CanviDeMarxa, amb la infermera Anna Llongueras, a l'Auditori de #Terrassa. 
Es tracta d'una activitat de conscienciació sobre els accidents de trànsit i les seves conseqüències, amb la participació de testimonis.

#PoliciaLocal 
@Fundacio_MDC
 
@transit",6,2023-05-30T11:24:19.000Z
Salut," A Catalunya en necessitem 1.000 donacions cada dia! Pots donar sang:

 Si peses més de 50 quilos
 Encara que hagis patit hepatitis abans dels 12 anys
 Encara que no estiguis en dejú
 Encara que tinguis el colesterol elevat

 Demana cita a http://donarsang.gencat.cat/es/",11,2023-05-30T10:52:00.000Z
SEM. Generalitat,"Localitza tots els CUAP, CAP i hospitals de Catalunya al mapa!

 Descarrega l'app 061 Salut Respon i consulta tota la informació que necessites còmodament des del teu mòbil.",4,2023-05-30T07:20:39.000Z
Salut,"  Amb la primavera arriba l'al·lèrgia estacional.

 Les al·lèrgies no tenen cura, però se'n poden controlar els símptomes.

 info a https://gen.cat/3KZPcQp",2,2023-05-29T16:05:00.000Z
SEM. Generalitat," Una intoxicació es manifesta principalment per diarrea, vòmits, febre i dolor.

Què has de fer en aquests casos?

 En el següent vídeo de #PrimersAuxilis, t'expliquem com actuar ",1,2023-05-29T18:00:15.000Z
SEM. Generalitat," Saps que la Taula de Salut Mental del 061 Salut Respon està formada per professionals especialitzats/des en psiquiatria, psicologia i infermeria en salut mental?

A més, es treballa de forma coordinada amb els telèfons de prevenció del suïcidi.",,2023-05-29T14:08:11.000Z
SEM. Generalitat," Els helicòpters medicalitzats del #SEM permeten millorar la cobertura sanitària en zones perifèriques i reduir el temps de trasllat.

Per trobar més informació sobre la unitat de mitjans aeris, fes clic a l'enllaç  https://bit.ly/41ycW3S",7,2023-05-29T07:22:52.000Z
Bombers,"Treballem 5 dotacions #bomberscat en un incendi d'habitatge a l'av. Balmes de Lleida (avís 21.20h). Ha cremat el menjador d'un dels pisos, deixant la resta afectat pel fum. Hem evacuat 3 persones de l'edifici, dues de les quals amb caputxa de rescat. 
@semgencat
 les està valorant.",3,2023-05-28T20:10:13.000Z
SEM. Generalitat,"Per aquest incendi d’una embarcació a Badalona, des del #SEM s’ha atès 1 persona en estat lleu. S’han activat 3 unitats terrestres.",3,2023-05-28T18:54:11.000Z
Bombers,"En un habitatge del C/la Fàbrica de la Riba, ha cremat completament el menjador, i la temperatura i el fum ha afectat la resta (avís 18.15h). Al pis hi havia tres persones que han estat valorades, i una d'elles evacuada, 
@semgencat
Hi hem treballat 5 dotacions #bomberscat",3,2023-05-28T18:07:59.000Z
Bombers,"Extingim un incendi en una casa del C/Barcelona de Calldetenes on ha cremat totalment una habitació i la resta ha quedat afectat pel fum (avís 17.29h) Hi havia 4 persones que, un cop hem apagat i ventilat, hem desconfinat i han estat ateses 
@semgencat
 (1 evacuada)
4 #bomberscat",5,2023-05-28T17:59:36.000Z
SEM. Generalitat,"Sabies que el #SEM pediàtric és un model d'assistència i trasllat de pacients pediàtrics i neonatals únic a l'Estat espanyol?

Fes clic a l'enllaç per saber més sobre aquest recurs  http://bit.ly/3n60ysL",4,2023-05-28T16:03:20.000Z
SEM. Generalitat,"Si has de trucar a emergències mèdiques, saps què has de fer mentre esperes que arribi l'ajuda?

 Si et donen instruccions al telèfon, posa-les en marxa.
 No moguis la víctima si no es troba en perill.
 Si hi ha algú més amb vosaltres, que vagi a trobar l'ambulància.",5,2023-05-28T11:00:38.000Z
Salut,"Esternuts, ulls plorosos, picor a la pell... Arriba la primavera  i, també, l'al·lèrgia estacional.

 Si tens al·lèrgia al pol·len, evita-hi qualsevol mena de contacte.

 info a https://gen.cat/3KZPcQp",12,2023-05-28T07:33:00.000Z
SEM. Generalitat," Si necessites localitzar la teva farmàcia de guàrdia més propera, recorda que pots fer-ho en un clic!

 Descarrega l'app 061 Salut Respon i consulta tota la informació còmodament des del teu mòbil.",,2023-05-28T06:30:12.000Z
Pompièrs Emergéncies,"27/05/2023

En dia d'aué auem collaborat damb 
@bomberscat
 e 
@semgencat
 en rescat d'ua persona precipitada en accident de moto ena C28 ara nautada de Sorpe. 

Auem trabalhat 3 dotacions
 Camion de Rescat.
 USVA
 Elicoptèr de Rescat Val d'Aran
@conselharan
 #rescat #accident",17,2023-05-27T21:03:02.000Z
Salut," El programa de trasllat amb ECMO pediàtric, és un exemple d'èxit del Sistema de Salut de Catalunya.

Programa en xarxa on han participat  
@semgencat
, 
@vallhebron
, 
@hjoan23
 i 
@SJDbarcelona_es
.

Coneix el cas de l'Aisha ",8,2023-05-27T19:26:00.000Z
SEM. Generalitat," Els/les 90 psicòlegs/gues del #SEM ofereixen atenció presencial i no presencial a tot Catalunya 24 hores i els 365 dies de l'any.

Per saber més sobre la seva funció polivalent, fes clic a l'enllaç  https://bit.ly/3mSQxiF",3,2023-05-27T17:00:52.000Z
Bombers,"(3/3) El tercer, també a Sant Esteve de la Sarga (15.23h). Evacuació d'una excursionista indisposada mentre feia el congost de Mont-rebei. Un cop feta la primera atenció sanitària, amb personal 
@semgencat
, se l'està evacuant a l'Hospital Comarcal del Pallars.",4,2023-05-27T15:05:05.000Z
Bombers,"(2/3) El segon, a Sant Esteve de la Sarga (avís 14.23h). Assistència a un paracaigudista que ha fet un aterratge violent enmig d'un camp. Un cop feta l'atenció sanitària, amb personal 
@semgencat
, l'home ha estat evacuat a l'Hospital Comarcal del Pallars. #GRAE #bomberscat",5,2023-05-27T14:49:16.000Z
SEM. Generalitat,"Saps que la Taula d'Atenció al Pacient Fràgil del 061 Salut Respon dona suport a les unitats del #SEM en tot moment, a professionals de residències geriàtriques i als equips d'atenció primària quan així ho requereixen?

 Més informació, a l'enllaç  https://bit.ly/3LrVEQm",2,2023-05-27T14:01:26.000Z
SEM. Generalitat,"Accident d’un motorista a Alt Àneu, C-28.
Home en estat crític, traslladat en helicòpter a 
@vallhebron
.
S’han activat 1 unitat terrestre i 1 helicòpter medicalitzat #SEM.",,2023-05-27T12:20:56.000Z
SEM. Generalitat," La persona que pateix dolor toràcic pot notar un pes, una punxada o una cremor, que es pot acompanyar de suor o dificultat al respirar.

#PrimersAuxilis: T'expliquem què fer davant d'una persona amb aquests símptomes ",5,2023-05-27T11:00:12.000Z
SEM. Generalitat,"Al #SEM celebrem avui el #diainternacionalurgenciesiemergencies 

La teva seguretat, la nostra especialitat... 

Com cada dia, som al teu costat!
@SEMES_
  
@SoCMUE",17,2023-05-27T07:00:29.000Z
Protecció civil,"Desactivada l'alerta del pla #PLASEQCAT per una fuita d'amoníac en una empresa de Sant Vicenç dels Horts

Els efectius de 
@bomberscat
 ja s'han retirat del servei

NOTA PREMSA ",10,2023-05-26T20:11:01.000Z
SEM. Generalitat,": Avui hem participat a la jornada de cloenda de la Societat Catalana de Psiquiatria i Salut Mental a #Sitges. 
Professionals #SEM: Laura Saez, Andrés Cuartero i Gemma C. 
(
@Gemma87302224
, 
@acbarbanoj
, 
@laurasaezq
) han presentat ‘Atenció en salut mental al SEM’.
@SCPiSM",2,2023-05-26T19:49:39.000Z
